Time_us,K1,K2,K3
130,0.0000,0.0000,0.0000
5891,0.0000,0.0000,0.0010
12513,0.0000,0.0000,0.0000
19044,0.0000,0.0000,0.0009
25140,0.0000,0.0000,0.0000
30850,0.0000,0.0000,0.0000
37372,0.0000,0.0000,0.0000
42925,0.0000,0.0000,0.0000
49466,0.0000,0.0000,0.0004
56092,0.0000,0.0000,0.0010
61885,0.0006,0.0000,0.0016
68164,0.0000,0.0000,0.0004
73988,0.0000,0.0000,0.0000
80529,0.0000,0.0000,0.0000
87050,0.0000,0.0000,0.0000
92864,0.0000,0.0000,0.0002
99489,0.0000,0.0000,0.0000
106025,0.0000,0.0000,0.0000
112544,0.0000,0.0000,0.0001
119185,0.0000,0.0000,0.0000
124920,0.0000,0.0000,0.0009
131569,0.0000,0.0000,0.0018
138208,0.0000,0.0000,0.0049
143911,0.0000,0.0000,0.0052
150555,0.0006,0.0000,0.0041
157264,0.0010,0.0000,0.0045
163974,0.0016,0.0000,0.0049
169898,0.0013,0.0000,0.0055
176610,0.0018,0.0000,0.0041
183315,0.0000,0.0000,0.0042
189942,0.0000,0.0000,0.0026
195874,0.0000,0.0000,0.0012
202496,0.0000,0.0000,0.0024
209118,0.0000,0.0000,0.0011
215176,0.0000,0.0000,0.0023
221070,0.0000,0.0000,0.0030
226869,0.0000,0.0000,0.0049
233504,0.0000,0.0000,0.0052
240130,0.0000,0.0000,0.0038
245903,0.0000,0.0000,0.0043
251866,0.0000,0.0000,0.0050
257964,0.0000,0.0000,0.0060
263866,0.0000,0.0000,0.0064
270576,0.0005,0.0000,0.0052
277299,0.0000,0.0000,0.0061
283922,0.0000,0.0000,0.0095
290557,0.0000,0.0000,0.0098
297187,0.0046,0.0000,0.0074
302922,0.0046,0.0000,0.0076
309181,0.0047,0.0000,0.0072
314938,0.0016,0.0000,0.0075
321623,0.0016,0.0000,0.0051
328310,0.0000,0.0000,0.0054
334959,0.0000,0.0000,0.0056
341598,0.0000,0.0000,0.0058
348229,0.0000,0.0000,0.0043
353914,0.0000,0.0000,0.0044
359991,0.0000,0.0000,0.0034
366606,0.0000,0.0000,0.0016
373234,0.0000,0.0000,0.0011
378915,0.0004,0.0000,0.0020
385631,0.0008,0.0000,0.0014
392337,0.0000,0.0000,0.0022
398971,0.0000,0.0000,0.0000
404912,0.0000,0.0000,0.0013
410868,0.0000,0.0000,0.0000
417408,0.0000,0.0000,0.0000
423934,0.0000,0.0000,0.0000
429849,0.0000,0.0000,0.0006
436474,0.0000,0.0000,0.0000
443014,0.0004,0.0000,0.0016
449108,0.0008,0.0000,0.0007
454869,0.0006,0.0000,0.0000
461512,0.0007,0.0000,0.0004
468203,0.0000,0.0000,0.0001
473902,0.0000,0.0000,0.0000
480437,0.0000,0.0000,0.0005
487059,0.0000,0.0000,0.0000
499226,0.0000,0.0000,0.0000
504916,0.0000,0.0000,0.0007
511531,0.0000,0.0000,0.0003
518179,0.0000,0.0000,0.0010
523937,0.0000,0.0000,0.0016
529930,0.0000,0.0000,0.0007
536563,0.0000,0.0000,0.0013
543203,0.0000,0.0000,0.0035
549018,0.0000,0.0000,0.0037
554858,0.0000,0.0000,0.0025
561472,0.0000,0.0000,0.0032
568106,0.0000,0.0000,0.0041
573864,0.0000,0.0000,0.0031
580478,0.0000,0.0000,0.0020
587122,0.0000,0.0000,0.0028
593263,0.0000,0.0000,0.0007
598928,0.0000,0.0000,0.0003
605554,0.0020,0.0000,0.0000
612185,0.0019,0.0000,0.0002
617932,0.0012,0.0000,0.0000
624572,0.0000,0.0000,0.0000
630947,0.0000,0.0000,0.0000
637461,0.0000,0.0000,0.0000
643973,0.0000,0.0000,0.0000
650497,0.0000,0.0000,0.0000
657019,0.0000,0.0000,0.0000
663032,0.0014,0.0000,0.0000
669667,0.0011,0.0000,0.0000
676305,0.0006,0.0000,0.0000
682955,0.0000,0.0000,0.0005
688864,0.0000,0.0000,0.0022
695500,0.0004,0.0000,0.0012
702216,0.0005,0.0000,0.0000
707903,0.0000,0.0000,0.0008
714016,0.0000,0.0000,0.0004
720637,0.0000,0.0000,0.0000
727186,0.0000,0.0000,0.0000
732851,0.0000,0.0000,0.0000
739397,0.0000,0.0000,0.0000
745921,0.0000,0.0000,0.0000
752417,0.0000,0.0000,0.0007
759024,0.0000,0.0000,0.0023
764868,0.0000,0.0000,0.0034
771490,0.0000,0.0000,0.0039
778126,0.0000,0.0000,0.0027
783940,0.0000,0.0000,0.0013
789948,0.0000,0.0000,0.0005
795860,0.0000,0.0000,0.0018
801895,0.0000,0.0000,0.0012
808535,0.0000,0.0000,0.0007
815166,0.0000,0.0000,0.0017
820938,0.0000,0.0000,0.0025
826867,0.0000,0.0000,0.0015
832862,0.0000,0.0000,0.0023
839484,0.0000,0.0000,0.0027
846119,0.0000,0.0000,0.0013
852226,0.0000,0.0000,0.0000
857921,0.0000,0.0000,0.0000
864441,0.0000,0.0000,0.0000
870965,0.0000,0.0000,0.0006
876867,0.0000,0.0000,0.0016
883508,0.0145,0.0000,0.0027
890227,0.0779,0.0000,0.0037
896954,0.1867,0.0000,0.0038
902865,0.2787,0.0000,0.0030
909582,0.3574,0.0000,0.0022
916313,0.4235,0.0000,0.0013
923036,0.4816,0.0000,0.0031
929039,0.5341,0.0000,0.0023
935167,0.5810,0.0049,0.0034
941942,0.6217,0.0639,0.0026
948435,0.6590,0.1788,0.0032
955209,0.6905,0.2762,0.0038
961974,0.7170,0.3596,0.0049
967888,0.7381,0.4292,0.0022
973860,0.7569,0.4890,0.0029
979860,0.7729,0.5401,0.0022
986109,0.7848,0.5839,0.0029
991932,0.7966,0.6192,0.0018
998197,0.8060,0.6505,0.0013
1004964,0.8124,0.6774,0.0021
1010864,0.8189,0.7003,0.0012
1016867,0.8197,0.7188,0.0024
1022867,0.8089,0.7352,0.0027
1028861,0.7806,0.7491,0.0030
1035057,0.7332,0.7596,0.0023
1040913,0.6717,0.7692,0.0026
1046865,0.6031,0.7757,0.0020
1053641,0.5308,0.7763,0.0014
1060420,0.4606,0.7733,0.0005
1067218,0.3940,0.7703,0.0015
1073999,0.3353,0.7672,0.0003
1079939,0.2869,0.7600,0.0000
1086061,0.2438,0.7440,0.0000
1091970,0.2071,0.7079,0.0006
1097896,0.1765,0.6484,0.0000
1104617,0.1497,0.5704,0.0000
1111329,0.1274,0.4867,0.0000
1118063,0.1088,0.4136,0.0010
1123914,0.0921,0.3512,0.0026
1129888,0.0771,0.2985,0.0019
1136076,0.0643,0.2513,0.0026
1141912,0.0548,0.2129,0.0019
1147863,0.0462,0.1806,0.0013
1154647,0.0392,0.1528,0.0025
1161426,0.0332,0.1291,0.0032
1168204,0.0267,0.1087,0.0011
1174994,0.0204,0.0914,0.0006
1181170,0.0175,0.0756,0.0000
1186939,0.0125,0.0633,0.0000
1192858,0.0094,0.0527,0.0000
1198860,0.0054,0.0434,0.0000
1205563,0.0034,0.0365,0.0000
1212261,0.0016,0.0303,0.0000
1218971,0.0013,0.0254,0.0000
1225170,0.0007,0.0196,0.0000
1231907,0.0000,0.0162,0.0000
1237857,0.0000,0.0157,0.0000
1244510,0.0000,0.0123,0.0000
