Time_us,K1,K2,K3
131,0.0076,0.0043,0.0047
7019,0.0140,0.0023,0.0028
13805,0.0139,0.0023,0.0032
19608,0.0125,0.0030,0.0043
26382,0.0111,0.0033,0.0052
33171,0.0086,0.0042,0.0060
39962,0.0090,0.0050,0.0063
46754,0.0093,0.0053,0.0069
52701,0.0074,0.0049,0.0050
58699,0.0089,0.0056,0.0054
64680,0.0064,0.0037,0.0058
70626,0.0065,0.0067,0.0058
76975,0.0069,0.0064,0.0061
83737,0.0050,0.0069,0.0016
89742,0.0056,0.0065,0.0029
95689,0.0061,0.0073,0.0037
101706,0.0057,0.0070,0.0026
107670,0.0062,0.0070,0.0038
113914,0.0063,0.0070,0.0044
120705,0.0048,0.0060,0.0053
126951,0.0049,0.0065,0.0057
133737,0.0055,0.0069,0.0054
139762,0.0057,0.0070,0.0033
145689,0.0068,0.0066,0.0044
151655,0.0078,0.0053,0.0056
157619,0.0080,0.0059,0.0080
164389,0.0078,0.0050,0.0080
171153,0.0080,0.0050,0.0084
177959,0.0075,0.0046,0.0076
184729,0.0056,0.0050,0.0060
190748,0.0043,0.0053,0.0059
196635,0.0050,0.0038,0.0080
202587,0.0034,0.0029,0.0076
208588,0.0043,0.0039,0.0060
214940,0.0044,0.0044,0.0035
221725,0.0057,0.0033,0.0042
227723,0.0037,0.0032,0.0041
233672,0.0051,0.0038,0.0047
239605,0.0091,0.0032,0.0055
246389,0.0066,0.0020,0.0042
253175,0.0048,0.0032,0.0020
259921,0.0048,0.0030,0.0032
266712,0.0021,0.0019,0.0019
272943,0.0025,0.0023,0.0000
279720,0.0032,0.0016,0.0009
285682,0.0040,0.0024,0.0020
291658,0.0029,0.0017,0.0022
298431,0.0038,0.0018,0.0013
305215,0.0046,0.0015,0.0023
311991,0.0047,0.0017,0.0004
318782,0.0056,0.0025,0.0033
324613,0.0058,0.0028,0.0047
331412,0.0097,0.0017,0.0000
338134,0.0099,0.0025,0.0000
344924,0.0079,0.0032,0.0005
351704,0.0084,0.0038,0.0017
357950,0.0066,0.0036,0.0030
364721,0.0070,0.0048,0.0034
370720,0.0067,0.0052,0.0020
376685,0.0070,0.0044,0.0005
382685,0.0067,0.0048,0.0013
388667,0.0098,0.0055,0.0000
395388,0.0097,0.0054,0.0018
402161,0.0077,0.0046,0.0028
408932,0.0061,0.0046,0.0015
415711,0.0062,0.0050,0.0076
421735,0.0063,0.0060,0.0077
427597,0.0064,0.0069,0.0094
434374,0.0065,0.0066,0.0089
441164,0.0066,0.0070,0.0081
447930,0.0063,0.0060,0.0084
454726,0.0049,0.0054,0.0083
460972,0.0052,0.0053,0.0083
467748,0.0055,0.0060,0.0083
473701,0.0066,0.0068,0.0082
479695,0.0067,0.0072,0.0089
485709,0.0061,0.0054,0.0070
491691,0.0090,0.0053,0.0065
497725,0.0032,0.0045,0.0060
503706,0.0034,0.0046,0.0067
509933,0.0024,0.0046,0.0065
516711,0.0037,0.0046,0.0047
522628,0.0045,0.0054,0.0048
529410,0.0027,0.0053,0.0057
536189,0.0043,0.0041,0.0060
542984,0.0047,0.0039,0.0060
549768,0.0035,0.0051,0.0056
555667,0.0074,0.0050,0.0060
561648,0.0076,0.0053,0.0059
568424,0.0081,0.0056,0.0028
575210,0.0083,0.0055,0.0019
581975,0.0065,0.0061,0.0000
588735,0.0072,0.0066,0.0016
595001,0.0081,0.0067,0.0000
601746,0.0082,0.0067,0.0018
607951,0.0065,0.0061,0.0020
614761,0.0072,0.0066,0.0029
620596,0.0078,0.0074,0.0000
627312,0.0077,0.0084,0.0000
634039,0.0057,0.0075,0.0000
640765,0.0065,0.0075,0.0004
646591,0.0050,0.0056,0.0012
653381,0.0062,0.0055,0.0029
660186,0.0048,0.0050,0.0037
666969,0.0054,0.0053,0.0043
673762,0.0063,0.0060,0.0045
679699,0.0076,0.0054,0.0051
685715,0.0069,0.0057,0.0055
691683,0.0054,0.0059,0.0062
697598,0.0081,0.0054,0.0062
704378,0.0082,0.0060,0.0061
711177,0.0065,0.0054,0.0060
