Time_us,K1,K2,K3
130,0.0000,0.0000,0.0000
5765,0.0000,0.0000,0.0000
12284,0.0000,0.0000,0.0000
18795,0.0000,0.0000,0.0000
24751,0.0000,0.0000,0.0000
31278,0.0000,0.0000,0.0000
37819,0.0000,0.0000,0.0000
44331,0.0000,0.0000,0.0000
50852,0.0000,0.0000,0.0000
56832,0.0000,0.0000,0.0000
63125,0.0000,0.0000,0.0000
69047,0.0000,0.0000,0.0000
74761,0.0000,0.0000,0.0000
81279,0.0000,0.0000,0.0000
87779,0.0000,0.0000,0.0000
94328,0.0000,0.0000,0.0000
100867,0.0000,0.0000,0.0000
107379,0.0000,0.0000,0.0000
113913,0.0000,0.0000,0.0000
120427,0.0000,0.0000,0.0000
126948,0.0000,0.0000,0.0000
133464,0.0000,0.0000,0.0000
140003,0.0000,0.0000,0.0000
146505,0.0000,0.0000,0.0000
153024,0.0000,0.0000,0.0000
159004,0.0000,0.0000,0.0000
164805,0.0000,0.0000,0.0000
171331,0.0000,0.0000,0.0000
177849,0.0060,0.0000,0.0000
183896,0.0184,0.0000,0.0000
190047,0.0385,0.0000,0.0000
195740,0.0697,0.0000,0.0000
202366,0.1144,0.0000,0.0000
208993,0.1920,0.0000,0.0000
214800,0.2875,0.0000,0.0000
220777,0.3707,0.0000,0.0000
226823,0.4425,0.0000,0.0000
232874,0.5044,0.0000,0.0000
238811,0.5568,0.0000,0.0000
245453,0.6030,0.0000,0.0000
252103,0.6429,0.0000,0.0000
257792,0.6774,0.0002,0.0000
264526,0.7061,0.0178,0.0000
271241,0.7297,0.0628,0.0000
277983,0.7488,0.1558,0.0000
283743,0.7668,0.2670,0.0000
290498,0.7836,0.3629,0.0000
297235,0.7978,0.4448,0.0000
303951,0.8091,0.5138,0.0000
309776,0.8180,0.5727,0.0000
316063,0.8271,0.6235,0.0000
322780,0.8339,0.6663,0.0000
328902,0.8401,0.7030,0.0000
334777,0.8464,0.7336,0.0000
341489,0.8501,0.7595,0.0000
348191,0.8517,0.7809,0.0000
354916,0.8479,0.8001,0.0000
361238,0.8421,0.8154,0.0000
367934,0.8366,0.8294,0.0000
374016,0.8365,0.8406,0.0000
379736,0.8321,0.8495,0.0000
386455,0.8284,0.8591,0.0000
393177,0.8249,0.8666,0.0000
399900,0.8208,0.8743,0.0000
405773,0.8165,0.8802,0.0000
411917,0.8012,0.8856,0.0000
418110,0.7611,0.8901,0.0000
424835,0.6995,0.8933,0.0000
431551,0.6272,0.8971,0.0008
438338,0.5557,0.8995,0.0013
445121,0.4865,0.9020,0.0236
451896,0.4207,0.9044,0.0761
457826,0.3588,0.9058,0.1292
464034,0.3052,0.9070,0.1934
470796,0.2600,0.9073,0.2987
477552,0.2210,0.9079,0.3896
484321,0.1873,0.9080,0.4679
491091,0.1598,0.9082,0.5330
497904,0.1349,0.9086,0.5888
503735,0.1138,0.9083,0.6354
509914,0.0967,0.9084,0.6744
