Time_us,K1,K2,K3
144,0.0000,0.0000,0.0000
6332,0.0000,0.0000,0.0000
12539,0.0000,0.0000,0.0000
18446,0.0000,0.0000,0.0000
24562,0.0000,0.0000,0.0000
30223,0.0000,0.0000,0.0000
36754,0.0000,0.0000,0.0000
43248,0.0000,0.0000,0.0000
49755,0.0000,0.0000,0.0000
56267,0.0000,0.0000,0.0000
62271,0.0000,0.0000,0.0000
68468,0.0000,0.0000,0.0000
74169,0.0000,0.0000,0.0000
80692,0.0000,0.0000,0.0000
87209,0.0000,0.0000,0.0000
93726,0.0000,0.0000,0.0000
100256,0.0000,0.0000,0.0000
106775,0.0000,0.0000,0.0000
113290,0.0000,0.0000,0.0000
119770,0.0000,0.0000,0.0000
126277,0.0000,0.0000,0.0000
132793,0.0000,0.0000,0.0000
139307,0.0000,0.0000,0.0000
145786,0.0000,0.0000,0.0000
152308,0.0000,0.0000,0.0000
158272,0.0000,0.0000,0.0000
164203,0.0000,0.0000,0.0000
170732,0.0000,0.0000,0.0000
177269,0.0000,0.0000,0.0000
183783,0.0000,0.0000,0.0000
190309,0.0000,0.0000,0.0000
196804,0.0000,0.0000,0.0000
203320,0.0000,0.0000,0.0000
209348,0.0000,0.0000,0.0000
215807,0.0000,0.0000,0.0000
222318,0.0000,0.0000,0.0000
228194,0.0000,0.0000,0.0000
234709,0.0000,0.0000,0.0000
241232,0.0000,0.0000,0.0000
247744,0.0000,0.0000,0.0000
254284,0.0000,0.0000,0.0000
260198,0.0000,0.0000,0.0000
266707,0.0000,0.0000,0.0000
273225,0.0000,0.0000,0.0000
279738,0.0000,0.0000,0.0000
286267,0.0000,0.0000,0.0000
292780,0.0000,0.0000,0.0000
299285,0.0000,0.0000,0.0000
305377,0.0000,0.0000,0.0000
311815,0.0000,0.0000,0.0000
318338,0.0000,0.0000,0.0000
324806,0.0000,0.0000,0.0000
331329,0.0000,0.0000,0.0000
337804,0.0000,0.0000,0.0000
344320,0.0000,0.0000,0.0000
350288,0.0000,0.0000,0.0000
356771,0.0000,0.0000,0.0000
363299,0.0000,0.0000,0.0000
369786,0.0000,0.0000,0.0000
376298,0.0000,0.0000,0.0000
382784,0.0000,0.0000,0.0000
389312,0.0000,0.0000,0.0000
395789,0.0000,0.0000,0.0000
402320,0.0000,0.0000,0.0000
408794,0.0000,0.0000,0.0000
415311,0.0000,0.0000,0.0000
421787,0.0000,0.0000,0.0000
428327,0.0000,0.0000,0.0000
434803,0.0000,0.0000,0.0000
441328,0.0000,0.0000,0.0000
447256,0.0000,0.0000,0.0000
453776,0.0000,0.0000,0.0000
460299,0.0000,0.0000,0.0000
466783,0.0000,0.0000,0.0000
473279,0.0000,0.0000,0.0000
479799,0.0000,0.0000,0.0000
486308,0.0000,0.0000,0.0000
492376,0.0000,0.0000,0.0000
498363,0.0000,0.0000,0.0000
504809,0.0000,0.0000,0.0000
511335,0.0000,0.0000,0.0000
517810,0.0000,0.0000,0.0000
524353,0.0000,0.0000,0.0000
530811,0.0003,0.0000,0.0000
537461,0.0028,0.0000,0.0000
543369,0.0091,0.0000,0.0000
549820,0.0201,0.0000,0.0000
