Feature,ICC_Score,N_Samples
Area,0.9562267698715127,57
Press_Duration,0.9536757673318464,57
Time_to_Peak,0.9342317118954928,57
Max_Depth,0.837566726596473,57
Max_Acceleration,0.8189007813145787,57
Release_Time,0.8039328996183792,57
Max_Velocity,0.7277451634500999,57
