User,Key,Attempt_File,Press_ID,Press_Duration,Max_Depth,Max_Velocity,Max_Acceleration,Area,Time_to_Peak,Release_Time
5,K1,attempt_9.csv,1,0.2899900000000001,0.9003433566433592,15.579141781199718,471.81183872615327,0.1643964469760611,0.16441499999999998,0.1255750000000001
5,K1,attempt_9.csv,2,0.2830600000000001,0.8739356643356668,18.08539093789464,468.92911443178855,0.15841587464972068,0.15627999999999997,0.12678000000000011
5,K1,attempt_9.csv,3,0.27797499999999986,0.8565095571095596,14.72837723229476,422.56257080956766,0.14998220573634072,0.15938399999999997,0.11859099999999989
5,K1,attempt_9.csv,4,0.2905820000000001,0.872280652680655,15.420175546701005,460.4652801263399,0.16016702122811238,0.1587860000000001,0.13179600000000002
5,K1,attempt_9.csv,5,0.28496500000000013,0.8769962703962728,15.912717805541654,474.2793139218019,0.15895169663559483,0.1599569999999999,0.12500800000000023
5,K1,attempt_9.csv,6,0.27300999999999975,0.8718575757575782,15.592805277981721,430.0528536044094,0.14652777491291408,0.146007,0.12700299999999975
5,K1,attempt_9.csv,7,0.2847789999999999,0.8793282051282076,14.666148822503029,432.98816216616996,0.16041171017491884,0.15900599999999976,0.12577300000000013
5,K1,attempt_9.csv,8,0.2901670000000003,0.8787310023310047,14.64176569674293,398.4954313921771,0.15671195739128266,0.1579959999999998,0.13217100000000048
5,K1,attempt_9.csv,9,0.2838900000000004,0.8625160839160864,15.246308999680137,428.4649215229988,0.14954447567855525,0.15106999999999982,0.1328200000000006
5,K1,attempt_9.csv,10,0.27506699999999995,0.8588601398601423,15.394934290763791,383.12360188792985,0.14667378717874166,0.1463000000000001,0.12876699999999985
5,K1,attempt_9.csv,11,0.27714199999999956,0.8657848484848509,15.45648489550224,422.5591849481531,0.14886796851874176,0.1521309999999998,0.12501099999999976
5,K1,attempt_9.csv,12,0.30194400000000066,0.8764170163170187,14.202326880170986,395.75314179152747,0.16192004314927783,0.16369699999999998,0.13824700000000067
5,K1,attempt_9.csv,13,0.29800999999999966,0.8724713286713311,14.406638137982933,427.2695944499703,0.16468940003515184,0.16442599999999974,0.13358399999999993
5,K1,attempt_9.csv,14,0.24640300000000082,0.8588032634032658,15.48636756501825,488.0725723028364,0.12485618440153881,0.11901000000000117,0.12739299999999965
5,K1,attempt_9.csv,15,0.2788189999999986,0.875494405594408,17.941306968896534,431.3814932532655,0.15077872469433587,0.1507959999999997,0.1280229999999989
5,K1,attempt_9.csv,16,0.29036800000000085,0.8810186480186505,17.708490145686042,508.1514982907944,0.16834568179666745,0.16390200000000021,0.12646600000000063
5,K1,attempt_9.csv,17,0.2528959999999998,0.8774191142191168,16.15089623581034,462.72164697212236,0.13076629120585115,0.12701099999999954,0.12588500000000025
5,K1,attempt_9.csv,18,0.26617599999999975,0.849613053613056,16.43968166178395,447.185736237696,0.13911929779566484,0.13899600000000056,0.12717999999999918
5,K1,attempt_9.csv,19,0.253228,0.8531027972027996,16.75701347832796,543.0750200677053,0.12564398083419626,0.12501099999999887,0.12821700000000114
5,K1,attempt_9.csv,20,0.254764999999999,0.8540659673659696,16.030740889867822,459.4853431175162,0.1332408495183919,0.13399699999999903,0.12076799999999999
5,K1,attempt_9.csv,21,0.2869620000000008,0.8346449883449907,13.670427801449172,467.71287704501134,0.14345731764170191,0.16635300000000086,0.12060899999999997
5,K1,attempt_9.csv,22,0.26701200000000114,0.8638419580419605,15.479455791513477,478.58058183222545,0.14224815206123584,0.14611700000000027,0.12089500000000086
5,K1,attempt_9.csv,23,0.25422999999999973,0.8505671328671353,13.558665246950156,439.0237739587175,0.12201553746090929,0.13294899999999998,0.12128099999999975
5,K2,attempt_9.csv,1,0.27512400000000004,0.8726445221445246,16.532715748093118,533.6546068857859,0.14801683248622416,0.14993500000000004,0.125189
5,K2,attempt_9.csv,2,0.27700400000000003,0.8970093240093264,16.289355181882723,490.5059192895485,0.15156785899170208,0.15100399999999992,0.1260000000000001
5,K2,attempt_9.csv,3,0.283871,0.9020289044289069,18.214868573407927,519.5557481435549,0.15806092652088616,0.1528370000000001,0.13103399999999987
