Feature,ICC_Score,N_Samples
Area,0.8244927286800913,60
Press_Duration,0.8206676625397661,60
Max_Acceleration,0.7916200494412596,60
Time_to_Peak,0.7664009631366372,60
Max_Depth,0.6191224245816601,60
Release_Time,0.6147574850582813,60
Max_Velocity,0.6100908308314044,60
