Time_us,K1,K2,K3
124,0.0000,0.0000,0.0061
6850,0.0000,0.0000,0.0062
13484,0.0000,0.0000,0.0054
19591,0.0000,0.0000,0.0050
25264,0.0000,0.0000,0.0047
31887,0.0000,0.0000,0.0051
38511,0.0000,0.0000,0.0077
44314,0.0000,0.0000,0.0073
50936,0.0000,0.0000,0.0073
57553,0.0000,0.0000,0.0083
63229,0.0000,0.0000,0.0081
69863,0.0000,0.0000,0.0070
76488,0.0000,0.0000,0.0070
83034,0.0000,0.0000,0.0071
89665,0.0000,0.0000,0.0061
96291,0.0000,0.0000,0.0059
102365,0.0000,0.0000,0.0045
108706,0.0000,0.0000,0.0036
115328,0.0000,0.0000,0.0034
121956,0.0000,0.0000,0.0033
128580,0.0000,0.0000,0.0033
134251,0.0000,0.0000,0.0032
140879,0.0000,0.0000,0.0038
147523,0.0000,0.0000,0.0040
154039,0.0000,0.0000,0.0038
160658,0.0000,0.0000,0.0043
167278,0.0000,0.0000,0.0041
173907,0.0000,0.0000,0.0039
180532,0.0000,0.0000,0.0041
186279,0.0000,0.0000,0.0039
192922,0.0000,0.0000,0.0040
199558,0.0000,0.0000,0.0029
205238,0.0000,0.0000,0.0028
211863,0.0000,0.0000,0.0015
218504,0.0000,0.0000,0.0054
224328,0.0001,0.0000,0.0053
231019,0.0000,0.0000,0.0070
237649,0.0005,0.0000,0.0063
244383,0.0015,0.0000,0.0075
251040,0.0008,0.0000,0.0091
257771,0.0000,0.0000,0.0085
264394,0.0025,0.0000,0.0080
270299,0.0026,0.0000,0.0069
276407,0.0003,0.0000,0.0083
282259,0.0007,0.0000,0.0074
288970,0.0016,0.0000,0.0067
295691,0.0019,0.0000,0.0065
302413,0.0011,0.0000,0.0066
308286,0.0000,0.0000,0.0057
314916,0.0000,0.0000,0.0049
321561,0.0000,0.0000,0.0053
327323,0.0000,0.0000,0.0046
333962,0.0033,0.0000,0.0050
340674,0.0033,0.0000,0.0043
347383,0.0035,0.0000,0.0041
354040,0.0014,0.0000,0.0046
360750,0.0022,0.0000,0.0050
367474,0.0015,0.0000,0.0046
373228,0.0000,0.0000,0.0034
379852,0.0000,0.0000,0.0069
386479,0.0027,0.0000,0.0063
392230,0.0109,0.0000,0.0075
398331,0.0272,0.0000,0.0071
404575,0.0682,0.0000,0.0058
411284,0.1709,0.0000,0.0057
417994,0.2644,0.0000,0.0056
424726,0.3447,0.0000,0.0052
431457,0.4185,0.0000,0.0051
437257,0.4833,0.0000,0.0054
443982,0.5403,0.0000,0.0057
450711,0.5898,0.0000,0.0059
457427,0.6329,0.0000,0.0061
463386,0.6693,0.0006,0.0060
469310,0.6999,0.0174,0.0062
475347,0.7266,0.0538,0.0050
481304,0.7480,0.1374,0.0063
487278,0.7692,0.2575,0.0058
493965,0.7875,0.3603,0.0054
500757,0.8027,0.4473,0.0056
507545,0.8177,0.5216,0.0052
514323,0.8328,0.5830,0.0042
521036,0.8416,0.6366,0.0060
527793,0.8481,0.6815,0.0055
534572,0.8516,0.7203,0.0071
541369,0.8511,0.7544,0.0068
547388,0.8484,0.7826,0.0059
553305,0.8458,0.8063,0.0054
559650,0.8438,0.8271,0.0057
566430,0.8395,0.8448,0.0056
572241,0.8350,0.8592,0.0038
578519,0.8184,0.8710,0.0060
585297,0.7789,0.8821,0.0092
591232,0.7187,0.8894,0.0142
598010,0.6455,0.8988,0.0271
604804,0.5663,0.9044,0.0603
611571,0.4897,0.9073,0.1558
618333,0.4176,0.9115,0.2715
624289,0.3557,0.9144,0.3689
630522,0.3019,0.9154,0.4486
637283,0.2582,0.9138,0.5171
643351,0.2205,0.9085,0.5766
649272,0.1888,0.8904,0.6268
655528,0.1600,0.8431,0.6689
662316,0.1350,0.7625,0.7046
668593,0.1140,0.6686,0.7350
675380,0.0974,0.5705,0.7611
681548,0.0823,0.4846,0.7827
688323,0.0707,0.4112,0.8011
695040,0.0612,0.3481,0.8170
701786,0.0524,0.2938,0.8315
708543,0.0456,0.2487,0.8435
715336,0.0380,0.2107,0.8547
721641,0.0307,0.1784,0.8632
728422,0.0269,0.1506,0.8708
734325,0.0233,0.1274,0.8769
740480,0.0205,0.1051,0.8791
746288,0.0153,0.0879,0.8767
752254,0.0111,0.0737,0.8597
758254,0.0087,0.0670,0.8118
764523,0.0058,0.0559,0.7339
771308,0.0057,0.0461,0.6382
777261,0.0062,0.0410,0.5449
784002,0.0030,0.0335,0.4636
790797,0.0013,0.0278,0.3961
797579,0.0033,0.0222,0.3395
804352,0.0006,0.0175,0.2890
810276,0.0013,0.0138,0.2464
816515,0.0000,0.0100,0.2102
822276,0.0001,0.0078,0.1811
828313,0.0000,0.0056,0.1547
835022,0.0038,0.0023,0.1316
841813,0.0025,0.0000,0.1129
848524,0.0029,0.0000,0.0961
854283,0.0020,0.0000,0.0821
860386,0.0007,0.0000,0.0708
866505,0.0077,0.0000,0.0626
872260,0.0251,0.0000,0.0537
878985,0.0608,0.0000,0.0467
885699,0.1215,0.0000,0.0401
892411,0.2230,0.0015,0.0352
