Time_us,K1,K2,K3
131,0.0000,0.0000,0.0016
6838,0.0000,0.0000,0.0000
13358,0.0000,0.0000,0.0004
19367,0.0000,0.0000,0.0012
26005,0.0000,0.0000,0.0000
32523,0.0000,0.0000,0.0000
38372,0.0000,0.0000,0.0005
44995,0.0000,0.0000,0.0007
51617,0.0000,0.0000,0.0000
58165,0.0000,0.0000,0.0000
64706,0.0000,0.0000,0.0000
70502,0.0000,0.0000,0.0000
76591,0.0000,0.0000,0.0000
82695,0.0000,0.0000,0.0000
88658,0.0000,0.0000,0.0000
94799,0.0000,0.0000,0.0000
100339,0.0000,0.0000,0.0000
106862,0.0000,0.0000,0.0000
113374,0.0000,0.0000,0.0000
119892,0.0000,0.0000,0.0000
126398,0.0000,0.0000,0.0000
132908,0.0000,0.0000,0.0000
139423,0.0000,0.0000,0.0000
145935,0.0000,0.0005,0.0000
152584,0.0000,0.0002,0.0000
158654,0.0000,0.0006,0.0000
164340,0.0000,0.0002,0.0000
171001,0.0000,0.0006,0.0000
177627,0.0000,0.0000,0.0000
183351,0.0000,0.0000,0.0000
189880,0.0000,0.0000,0.0000
196409,0.0000,0.0000,0.0000
202927,0.0000,0.0000,0.0000
209441,0.0000,0.0000,0.0000
215342,0.0000,0.0000,0.0000
221846,0.0000,0.0000,0.0000
228360,0.0000,0.0000,0.0000
234866,0.0000,0.0000,0.0000
241378,0.0000,0.0000,0.0000
247874,0.0000,0.0000,0.0000
254387,0.0000,0.0000,0.0000
260908,0.0000,0.0000,0.0000
267440,0.0000,0.0000,0.0001
274057,0.0000,0.0000,0.0003
280684,0.0000,0.0000,0.0000
287182,0.0000,0.0000,0.0000
293706,0.0000,0.0000,0.0000
299666,0.0000,0.0005,0.0000
305367,0.0000,0.0000,0.0000
311445,0.0000,0.0000,0.0000
317965,0.0000,0.0000,0.0000
330126,0.0000,0.0000,0.0000
336663,0.0000,0.0000,0.0000
342693,0.0000,0.0000,0.0000
348677,0.0000,0.0000,0.0000
354698,0.0000,0.0000,0.0000
360380,0.0000,0.0000,0.0000
366918,0.0000,0.0000,0.0000
373436,0.0000,0.0000,0.0000
379965,0.0000,0.0000,0.0000
386491,0.0000,0.0000,0.0000
393003,0.0000,0.0000,0.0000
399525,0.0000,0.0000,0.0000
405450,0.0000,0.0000,0.0000
411369,0.0000,0.0000,0.0000
417889,0.0000,0.0000,0.0000
424410,0.0000,0.0000,0.0000
430933,0.0000,0.0000,0.0000
437452,0.0000,0.0000,0.0000
443465,0.0000,0.0000,0.0000
449611,0.0000,0.0000,0.0000
455550,0.0000,0.0000,0.0000
462072,0.0000,0.0000,0.0000
468597,0.0000,0.0004,0.0000
474651,0.0000,0.0000,0.0000
480508,0.0000,0.0000,0.0000
486373,0.0000,0.0000,0.0000
492890,0.0000,0.0000,0.0000
499415,0.0000,0.0000,0.0000
505929,0.0000,0.0000,0.0000
512447,0.0000,0.0000,0.0000
518972,0.0000,0.0001,0.0000
525622,0.0000,0.0001,0.0000
531310,0.0000,0.0000,0.0000
537390,0.0000,0.0000,0.0000
543314,0.0000,0.0000,0.0000
549838,0.0000,0.0000,0.0000
555375,0.0000,0.0000,0.0000
561888,0.0000,0.0000,0.0000
568410,0.0000,0.0000,0.0000
574912,0.0000,0.0000,0.0000
581437,0.0000,0.0000,0.0000
587334,0.0000,0.0000,0.0000
593346,0.0000,0.0000,0.0000
599866,0.0000,0.0000,0.0000
606385,0.0000,0.0000,0.0000
612893,0.0000,0.0000,0.0000
619415,0.0000,0.0001,0.0000
625616,0.0013,0.0000,0.0000
631310,0.0000,0.0000,0.0000
637839,0.0000,0.0000,0.0000
644375,0.0000,0.0000,0.0000
650889,0.0000,0.0000,0.0000
657398,0.0000,0.0000,0.0000
663907,0.0000,0.0000,0.0000
670423,0.0000,0.0000,0.0000
676934,0.0000,0.0000,0.0000
683452,0.0000,0.0000,0.0000
689374,0.0000,0.0000,0.0000
695865,0.0000,0.0000,0.0000
702378,0.0000,0.0000,0.0000
708880,0.0009,0.0000,0.0000
715548,0.0074,0.0000,0.0000
721350,0.0173,0.0000,0.0000
727573,0.0352,0.0000,0.0000
733634,0.0608,0.0000,0.0000
739328,0.0962,0.0000,0.0000
745956,0.1604,0.0000,0.0000
752623,0.2536,0.0000,0.0000
758309,0.3329,0.0000,0.0000
764362,0.4009,0.0000,0.0000
771018,0.4598,0.0000,0.0000
777683,0.5114,0.0000,0.0000
783359,0.5635,0.0000,0.0000
789360,0.6062,0.0000,0.0000
796010,0.6438,0.0000,0.0000
802657,0.6756,0.0000,0.0000
808328,0.7037,0.0000,0.0000
814963,0.7273,0.0000,0.0000
821606,0.7471,0.0000,0.0000
827315,0.7639,0.0000,0.0000
833959,0.7788,0.0000,0.0000
840603,0.7938,0.0011,0.0000
847354,0.8076,0.0151,0.0000
854073,0.8249,0.0493,0.0000
860778,0.8358,0.1446,0.0000
867495,0.8477,0.2519,0.0000
873353,0.8561,0.3424,0.0000
880076,0.8658,0.4194,0.0000
886827,0.8729,0.4854,0.0000
893560,0.8787,0.5423,0.0000
899319,0.8836,0.5903,0.0000
906039,0.8869,0.6321,0.0167
912800,0.8902,0.6677,0.1125
919564,0.8925,0.7028,0.2299
925379,0.8945,0.7359,0.3304
931765,0.8955,0.7657,0.4159
938545,0.8956,0.7917,0.4885
944350,0.8913,0.8132,0.5509
951150,0.8813,0.8310,0.6032
957935,0.8719,0.8466,0.6484
964693,0.8564,0.8608,0.6858
971465,0.8187,0.8722,0.7200
977614,0.7624,0.8806,0.7477
984403,0.6925,0.8880,0.7705
990782,0.6178,0.8964,0.7913
997587,0.5401,0.9021,0.8083
1004360,0.4649,0.9070,0.8224
1011125,0.3952,0.9122,0.8337
1017901,0.3362,0.9155,0.8440
1024665,0.2849,0.9181,0.8531
1031452,0.2421,0.9202,0.8597
1037401,0.2058,0.9199,0.8661
1043341,0.1741,0.9141,0.8694
1049344,0.1494,0.9063,0.8709
1055701,0.1270,0.8762,0.8717
1062476,0.1068,0.8177,0.8714
1068493,0.0884,0.7407,0.8708
1074332,0.0746,0.6573,0.8563
1081103,0.0613,0.5697,0.7710
1087878,0.0518,0.4843,0.6584
1094676,0.0420,0.4110,0.5602
1101465,0.0354,0.3494,0.4767
1107316,0.0281,0.2971,0.4054
1113610,0.0227,0.2544,0.3451
1120391,0.0184,0.2159,0.2925
1127187,0.0177,0.1836,0.2478
1133968,0.0130,0.1565,0.2052
1140750,0.0104,0.1327,0.1750
1147546,0.0068,0.1125,0.1468
1153377,0.0052,0.0950,0.1239
1160165,0.0024,0.0809,0.1041
1166933,0.0000,0.0674,0.0891
1173662,0.0000,0.0577,0.0748
1180368,0.0000,0.0481,0.0628
1186468,0.0000,0.0409,0.0535
1192640,0.0000,0.0352,0.0433
1199380,0.0000,0.0297,0.0359
1205358,0.0000,0.0253,0.0314
1212071,0.0000,0.0219,0.0248
1218781,0.0000,0.0187,0.0202
