Time_us,K1,K2,K3
129,0.0006,0.0011,0.0009
7117,0.0002,0.0007,0.0013
13892,0.0002,0.0006,0.0020
20075,0.0004,0.0006,0.0023
25886,0.0000,0.0006,0.0028
32601,0.0000,0.0006,0.0030
39316,0.0038,0.0023,0.0027
46099,0.0032,0.0031,0.0032
52874,0.0033,0.0027,0.0036
58880,0.0007,0.0024,0.0012
65658,0.0000,0.0014,0.0016
72432,0.0000,0.0016,0.0015
79128,0.0000,0.0014,0.0019
84862,0.0000,0.0000,0.0021
90946,0.0000,0.0000,0.0052
97586,0.0000,0.0000,0.0046
104207,0.0000,0.0000,0.0048
109884,0.0000,0.0000,0.0127
116520,0.0000,0.0000,0.0113
123129,0.0000,0.0000,0.0102
129009,0.0000,0.0000,0.0096
135641,0.0000,0.0000,0.0073
142254,0.0000,0.0000,0.0067
148875,0.0000,0.0000,0.0063
155511,0.0000,0.0000,0.0045
162129,0.0000,0.0003,0.0026
167882,0.0000,0.0024,0.0031
174587,0.0000,0.0025,0.0039
181304,0.0000,0.0025,0.0024
188008,0.0000,0.0015,0.0000
194658,0.0000,0.0000,0.0000
201164,0.0000,0.0000,0.0000
206856,0.0000,0.0000,0.0020
213482,0.0000,0.0017,0.0022
220209,0.0000,0.0015,0.0000
226881,0.0000,0.0014,0.0009
233571,0.0000,0.0000,0.0010
240202,0.0000,0.0000,0.0017
245880,0.0000,0.0000,0.0024
251976,0.0000,0.0000,0.0036
258052,0.0000,0.0000,0.0040
264656,0.0000,0.0000,0.0032
271288,0.0000,0.0000,0.0040
277905,0.0000,0.0000,0.0018
284526,0.0000,0.0000,0.0000
291070,0.0000,0.0006,0.0026
296907,0.0000,0.0006,0.0025
303010,0.0000,0.0013,0.0030
309054,0.0000,0.0015,0.0031
314869,0.0000,0.0000,0.0032
321499,0.0000,0.0000,0.0018
328139,0.0000,0.0000,0.0007
333860,0.0000,0.0000,0.0012
340475,0.0000,0.0000,0.0015
347104,0.0000,0.0015,0.0000
353148,0.0000,0.0010,0.0028
358889,0.0000,0.0013,0.0015
365596,0.0000,0.0008,0.0000
372238,0.0000,0.0011,0.0007
378948,0.0000,0.0014,0.0000
384875,0.0000,0.0005,0.0006
391576,0.0000,0.0005,0.0008
398291,0.0000,0.0009,0.0008
405007,0.0000,0.0005,0.0009
410886,0.0000,0.0001,0.0000
417544,0.0000,0.0005,0.0000
424186,0.0000,0.0000,0.0000
430573,0.0000,0.0000,0.0000
