Time_us,K1,K2,K3
133,0.0000,0.0000,0.0000
6423,0.0000,0.0000,0.0000
12340,0.0000,0.0000,0.0000
18595,0.0000,0.0000,0.0000
24175,0.0000,0.0000,0.0000
30593,0.0000,0.0000,0.0000
36255,0.0000,0.0000,0.0000
42588,0.0000,0.0000,0.0021
49220,0.0000,0.0000,0.0006
55600,0.0000,0.0000,0.0000
61161,0.0000,0.0000,0.0000
67589,0.0000,0.0000,0.0000
73595,0.0000,0.0000,0.0000
79233,0.0000,0.0000,0.0000
85596,0.0000,0.0000,0.0000
91211,0.0000,0.0000,0.0000
97592,0.0000,0.0000,0.0000
103186,0.0000,0.0000,0.0000
109357,0.0000,0.0000,0.0000
115274,0.0000,0.0000,0.0000
121265,0.0000,0.0000,0.0000
127486,0.0000,0.0000,0.0000
133160,0.0000,0.0000,0.0000
139600,0.0000,0.0000,0.0000
145224,0.0000,0.0000,0.0000
151594,0.0000,0.0000,0.0000
157245,0.0000,0.0000,0.0000
163155,0.0000,0.0000,0.0000
169596,0.0000,0.0000,0.0000
175157,0.0000,0.0000,0.0000
181599,0.0000,0.0000,0.0000
187149,0.0000,0.0000,0.0000
193594,0.0000,0.0000,0.0000
199164,0.0000,0.0000,0.0000
205156,0.0000,0.0000,0.0000
211594,0.0000,0.0000,0.0000
217591,0.0000,0.0000,0.0000
223160,0.0000,0.0000,0.0000
229594,0.0000,0.0000,0.0000
235594,0.0000,0.0000,0.0000
241158,0.0000,0.0000,0.0000
247602,0.0000,0.0000,0.0000
253181,0.0000,0.0000,0.0000
259599,0.0000,0.0000,0.0000
265589,0.0000,0.0000,0.0000
271161,0.0000,0.0000,0.0000
277596,0.0000,0.0000,0.0000
283281,0.0000,0.0000,0.0000
289597,0.0000,0.0000,0.0000
295157,0.0000,0.0000,0.0000
301591,0.0000,0.0000,0.0000
307377,0.0000,0.0000,0.0000
313291,0.0000,0.0000,0.0000
319593,0.0029,0.0000,0.0000
326256,0.0016,0.0000,0.0000
332598,0.0011,0.0000,0.0000
339234,0.0000,0.0000,0.0000
345596,0.0000,0.0000,0.0000
