Time_us,K1,K2,K3
135,0.0000,0.0000,0.0000
6759,0.0000,0.0000,0.0000
12720,0.0000,0.0000,0.0000
18946,0.0000,0.0000,0.0000
24495,0.0000,0.0000,0.0000
30949,0.0000,0.0000,0.0000
36492,0.0000,0.0000,0.0000
42945,0.0000,0.0000,0.0000
48490,0.0000,0.0000,0.0000
54942,0.0000,0.0000,0.0000
60469,0.0000,0.0000,0.0000
66938,0.0000,0.0000,0.0000
72488,0.0000,0.0000,0.0000
78945,0.0000,0.0000,0.0000
84503,0.0000,0.0000,0.0000
90543,0.0000,0.0000,0.0000
96943,0.0000,0.0000,0.0000
102504,0.0000,0.0000,0.0000
108944,0.0000,0.0000,0.0000
114520,0.0000,0.0000,0.0000
120943,0.0000,0.0000,0.0000
126513,0.0000,0.0000,0.0000
132943,0.0000,0.0000,0.0000
138490,0.0000,0.0000,0.0000
144941,0.0000,0.0000,0.0000
150515,0.0000,0.0000,0.0000
156944,0.0000,0.0000,0.0000
162498,0.0000,0.0000,0.0000
168945,0.0000,0.0000,0.0000
174487,0.0000,0.0000,0.0000
180945,0.0000,0.0000,0.0000
186488,0.0000,0.0000,0.0000
192942,0.0000,0.0000,0.0000
198506,0.0000,0.0000,0.0000
204950,0.0000,0.0000,0.0000
210513,0.0000,0.0000,0.0000
216756,0.0000,0.0000,0.0000
222946,0.0000,0.0000,0.0000
228489,0.0000,0.0000,0.0000
234947,0.0000,0.0000,0.0000
240494,0.0000,0.0000,0.0000
246949,0.0000,0.0000,0.0000
252509,0.0000,0.0000,0.0000
258938,0.0000,0.0000,0.0000
264494,0.0000,0.0000,0.0000
270947,0.0000,0.0000,0.0000
276507,0.0000,0.0000,0.0000
282656,0.0000,0.0000,0.0000
288942,0.0000,0.0000,0.0000
294493,0.0000,0.0000,0.0000
300948,0.0000,0.0000,0.0000
306517,0.0000,0.0000,0.0000
312950,0.0000,0.0000,0.0000
318507,0.0000,0.0000,0.0000
324947,0.0000,0.0000,0.0000
330493,0.0000,0.0000,0.0000
336948,0.0000,0.0000,0.0000
342484,0.0000,0.0000,0.0000
348938,0.0000,0.0000,0.0000
354507,0.0000,0.0000,0.0000
360943,0.0000,0.0004,0.0000
367595,0.0000,0.0001,0.0000
373621,0.0000,0.0057,0.0000
379950,0.0000,0.0039,0.0000
386600,0.0000,0.0037,0.0000
392953,0.0000,0.0004,0.0000
399584,0.0000,0.0000,0.0000
405947,0.0000,0.0000,0.0000
411486,0.0000,0.0000,0.0000
417581,0.0000,0.0000,0.0000
423515,0.0000,0.0000,0.0000
429561,0.0000,0.0000,0.0000
435950,0.0000,0.0000,0.0000
441498,0.0000,0.0000,0.0000
447952,0.0000,0.0000,0.0000
453497,0.0000,0.0000,0.0000
459947,0.0000,0.0000,0.0000
465506,0.0000,0.0000,0.0000
471943,0.0000,0.0000,0.0000
477501,0.0000,0.0000,0.0000
483944,0.0000,0.0000,0.0000
489503,0.0000,0.0000,0.0000
495947,0.0000,0.0000,0.0000
501507,0.0000,0.0000,0.0000
507951,0.0000,0.0000,0.0000
513513,0.0000,0.0000,0.0000
519945,0.0000,0.0000,0.0000
525511,0.0000,0.0000,0.0000
531949,0.0000,0.0011,0.0000
538607,0.0000,0.0007,0.0000
544951,0.0000,0.0010,0.0000
551593,0.0000,0.0006,0.0000
557606,0.0000,0.0006,0.0000
563634,0.0000,0.0005,0.0000
569653,0.0000,0.0000,0.0000
575950,0.0000,0.0000,0.0000
581488,0.0000,0.0000,0.0000
587944,0.0000,0.0000,0.0000
593489,0.0000,0.0000,0.0000
599950,0.0000,0.0000,0.0000
605503,0.0000,0.0000,0.0000
611453,0.0000,0.0000,0.0000
617943,0.0000,0.0000,0.0000
623504,0.0000,0.0000,0.0000
629947,0.0000,0.0000,0.0000
635493,0.0000,0.0000,0.0000
641948,0.0000,0.0000,0.0000
647496,0.0000,0.0000,0.0000
653946,0.0000,0.0002,0.0000
660602,0.0000,0.0002,0.0000
666956,0.0000,0.0009,0.0000
673617,0.0000,0.0000,0.0000
679945,0.0000,0.0000,0.0000
685517,0.0000,0.0000,0.0000
691945,0.0000,0.0000,0.0000
697505,0.0000,0.0000,0.0000
703947,0.0000,0.0000,0.0000
709489,0.0000,0.0000,0.0000
715708,0.0000,0.0000,0.0000
721947,0.0000,0.0000,0.0000
727520,0.0000,0.0000,0.0000
733947,0.0000,0.0000,0.0000
739503,0.0000,0.0000,0.0000
745948,0.0000,0.0000,0.0000
751505,0.0000,0.0000,0.0000
757944,0.0000,0.0019,0.0000
764566,0.0000,0.0020,0.0000
770958,0.0000,0.0011,0.0000
777589,0.0000,0.0000,0.0000
783948,0.0047,0.0000,0.0000
790578,0.0208,0.0000,0.0000
796604,0.0607,0.0000,0.0000
802788,0.1759,0.0000,0.0000
808792,0.2781,0.0000,0.0000
814479,0.3655,0.0000,0.0000
820951,0.4410,0.0000,0.0000
827616,0.5075,0.0000,0.0000
833466,0.5652,0.0000,0.0000
839951,0.6162,0.0368,0.0000
846679,0.6593,0.1347,0.0000
852573,0.6960,0.2410,0.0000
858956,0.7262,0.3310,0.0000
865687,0.7528,0.4079,0.0000
871552,0.7754,0.4743,0.0000
877956,0.7970,0.5311,0.0000
884677,0.8150,0.5787,0.0000
890546,0.8300,0.6195,0.0000
896957,0.8434,0.6548,0.0000
903675,0.8547,0.6852,0.0000
909550,0.8629,0.7107,0.0000
915499,0.8713,0.7349,0.0013
921954,0.8779,0.7554,0.0041
928740,0.8832,0.7739,0.0141
935519,0.8871,0.7924,0.0367
941966,0.8919,0.8106,0.0900
948761,0.8942,0.8278,0.2188
955541,0.8953,0.8431,0.3308
961473,0.8954,0.8568,0.4249
967958,0.8929,0.8688,0.5024
974715,0.8731,0.8784,0.5715
980532,0.8256,0.8851,0.6298
986660,0.7512,0.8879,0.6794
992494,0.6605,0.8872,0.7216
998845,0.5669,0.8845,0.7560
1005635,0.4807,0.8808,0.7839
1011478,0.4086,0.8746,0.8062
1017960,0.3470,0.8408,0.8269
1024721,0.2955,0.7596,0.8448
1030541,0.2480,0.6608,0.8597
1036962,0.2111,0.5621,0.8713
1043734,0.1774,0.4779,0.8812
1050515,0.1496,0.4070,0.8892
1056964,0.1248,0.3460,0.8954
